Boro-Block-Lot,Condominium_Coop,Address,Neighborhood,Building Code,Total_Units,Year_Built,Gross_SqFt,Estimated_Gross_Income,Gross_Income_per_SqFt,Gross_Income_per_Sqmeter,Estimated_Expense,Expense_per_SqFt,Net_Operating_Income,Full_Market_Value,Market_Value_per_SqFt,Financial_Year,t,id,D_Nearestb4,D_Nearestafter,Delta_Dis_Nearest,Type,Location_1,Location_2,Location_3,Location_4,Y_2016,Y_2017,Y_2018,AllSta_1000 ,No_NewSta_1000,NewSta_1000,y,x
1-01386-7501,0193-R1,50 EAST 72 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,48,1928,"92,781","3,922,781",42.28,454.6236559,"1,418,621",15.29,"2,504,160","20,155,999",217.24,2018,3,1158,368.6321313,368.6321313,0,1,1,0,0,0,0,0,1,6,1,1,40.7711516,-73.9646688
1-01449-7501,0196-R1,1439 1 AVENUE,UPPER EAST SIDE (59-79),R4-ELEVATOR,197,1985,"238,634","11,296,934",47.34,509.0322581,"3,679,736",15.42,"7,617,198","60,951,993",255.42,2016,1,266,586.1467486,300.4033712,285.7433774,1,1,0,0,0,1,0,0,4,2,1,40.7696856,-73.9551278
1-01449-7501,0196-R1,1439 1 AVENUE,UPPER EAST SIDE (59-79),R4-ELEVATOR,197,1985,"238,634","11,845,792",49.64,533.7634409,"4,357,457",18.26,"7,488,335","59,901,998",251.02,2017,2,266,586.1467486,300.4033712,285.7433774,1,1,0,0,0,0,1,0,4,2,1,40.7696856,-73.9551278
1-01449-7501,0196-R1,1439 1 AVENUE,UPPER EAST SIDE (59-79),R4  -ELEVATOR,197,1985,"238,634","12,136,925",50.86,546.8817204,"4,350,298",18.23,"7,786,627","62,674,022",262.64,2018,3,266,586.1467486,300.4033712,285.7433774,1,1,0,0,0,0,0,1,4,2,1,40.7696856,-73.9551278
1-01419-7501,0197-R1,1225 2 AVENUE,UPPER EAST SIDE (59-79),R4-ELEVATOR,88,1963,"124,765","5,076,688",40.69,437.5268817,"1,535,857",12.31,"3,540,831","28,333,003",227.09,2016,1,178,255.5539627,255.5539627,0,1,1,0,0,0,1,0,0,5,1,1,40.7641643,-73.962108
1-01419-7501,0197-R1,1225 2 AVENUE,UPPER EAST SIDE (59-79),R4-ELEVATOR,88,1963,"124,765","5,438,506",43.59,468.7096774,"1,996,240",16,"3,442,266","27,535,999",220.7,2017,2,178,255.5539627,255.5539627,0,1,1,0,0,0,0,1,0,5,1,1,40.7641643,-73.962108
1-01419-7501,0197-R1,1225 2 AVENUE,UPPER EAST SIDE (59-79),R4  -ELEVATOR,88,1963,"124,765","5,474,688",43.88,471.827957,"2,134,729",17.11,"3,339,959","26,883,001",215.47,2018,3,178,255.5539627,255.5539627,0,1,1,0,0,0,0,0,1,5,1,1,40.7641643,-73.962108
1-01577-7503,0207-R1,507 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,16,1925,"18,290","877,737",47.99,516.0215054,"355,923",19.46,"521,814","4,175,998",228.32,2016,1,1173,908.1884651,683.5211652,224.6672999,1,1,0,0,0,1,0,0,3,2,1,40.7719269,-73.949189
1-01577-7503,0207-R1,507 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,16,1925,"18,290","924,560",50.55,543.5483871,"395,613",21.63,"528,947","4,230,998",231.33,2017,2,1173,908.1884651,683.5211652,224.6672999,1,1,0,0,0,0,1,0,3,2,1,40.7719269,-73.949189
1-01577-7503,0207-R1,507 EAST 80 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,16,1925,"18,290","1,012,534",55.36,595.2688172,"412,257",22.54,"600,277","4,832,000",264.19,2018,3,1173,908.1884651,683.5211652,224.6672999,1,1,0,0,0,0,0,1,3,2,1,40.7719269,-73.949189
1-01397-7502,0230-R1,149 EAST 62 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,12,1915,"4,777","207,991",43.54,468.172043,"66,448",13.91,"141,543","1,132,997",237.18,2016,1,280,95.95936841,95.95936841,0,1,1,0,0,0,1,0,0,5,1,1,40.7639984,-73.9662648
1-01397-7502,0230-R1,149 EAST 62 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,12,1915,"4,777","202,545",42.4,455.9139785,"67,069",14.04,"135,476","1,084,000",226.92,2017,2,280,95.95936841,95.95936841,0,1,1,0,0,0,0,1,0,5,1,1,40.7639984,-73.9662648
1-01397-7502,0230-R1,149 EAST 62 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,12,1915,"4,777","230,060",48.16,517.8494624,"80,588",16.87,"149,472","1,202,996",251.83,2018,3,280,95.95936841,95.95936841,0,1,1,0,0,0,0,0,1,5,1,1,40.7639984,-73.9662648
1-01507-7501,0232-R1,14 EAST 96 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,17,1985,"25,633","1,070,434",41.76,449.0322581,"389,878",15.21,"680,556","5,446,000",212.46,2016,1,246,376.5980645,376.5980645,0,1,1,0,0,0,1,0,0,3,1,1,40.787289,-73.954914
1-01507-7501,0232-R1,14 EAST 96 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,17,1985,"25,633","1,050,953",41,440.8602151,"367,834",14.35,"683,119","5,465,007",213.2,2017,2,246,376.5980645,376.5980645,0,1,1,0,0,0,0,1,0,3,1,1,40.787289,-73.954914
1-01507-7501,0232-R1,14 EAST 96 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,17,1985,"25,633","1,096,067",42.76,459.7849462,"300,931",11.74,"795,136","6,400,001",249.68,2018,3,246,376.5980645,376.5980645,0,1,1,0,0,0,0,0,1,3,1,1,40.787289,-73.954914
1-01539-7501,0234-R1,1801 2 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,290,1985,"391,767","17,872,411",45.62,490.5376344,"7,267,278",18.55,"10,605,133","84,860,997",216.61,2016,1,416,391.9566894,90.27843223,301.6782572,1,1,0,0,0,1,0,0,4,2,1,40.7829144,-73.9484141
1-01539-7501,0234-R1,1801 2 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,290,1985,"391,767","18,217,166",46.5,500,"6,581,686",16.8,"11,635,480","93,075,994",237.58,2017,2,416,391.9566894,90.27843223,301.6782572,1,1,0,0,0,0,1,0,4,2,1,40.7829144,-73.9484141
1-01539-7501,0234-R1,1801 2 AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,290,1985,"391,767","17,703,951",45.19,485.9139785,"5,856,917",14.95,"11,847,034","95,355,977",243.4,2018,3,416,391.9566894,90.27843223,301.6782572,1,1,0,0,0,0,0,1,4,2,1,40.7829144,-73.9484141
1-01410-7501,0237-R1,1068 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),R9-CONDOPS,81,1961,"123,370","6,152,462",49.87,536.2365591,"2,082,486",16.88,"4,069,976","32,571,000",264.01,2016,1,64,121.7133924,121.7133924,0,1,1,0,0,0,1,0,0,5,2,1,40.7730225,-73.9609311
1-01410-7501,0237-R1,1068 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),R9-CONDOPS,81,1961,"123,370","6,183,304",50.12,538.9247312,"2,177,481",17.65,"4,005,823","32,047,000",259.76,2017,2,64,121.7133924,121.7133924,0,1,1,0,0,0,0,1,0,5,2,1,40.7730225,-73.9609311
1-01410-7501,0237-R1,1068 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),R9  -CONDOPS,81,1961,"123,370","6,215,381",50.38,541.7204301,"1,803,669",14.62,"4,411,712","35,510,000",287.83,2018,3,64,121.7133924,121.7133924,0,1,1,0,0,0,0,0,1,5,2,1,40.7730225,-73.9609311
1-01487-7501,0239-R1,1420 YORK AVENUE,UPPER EAST SIDE (59-79),R4-ELEVATOR,95,1956,"50,038","2,026,539",40.5,435.483871,"509,887",10.19,"1,516,652","12,136,001",242.54,2016,1,262,841.9079665,558.2924803,283.6154862,1,1,0,0,0,1,0,0,3,2,1,40.7690013,-73.9518302
1-01487-7501,0239-R1,1420 YORK AVENUE,UPPER EAST SIDE (59-79),R4-ELEVATOR,95,1956,"50,038","2,131,619",42.6,458.0645161,"532,905",10.65,"1,598,714","12,789,000",255.59,2017,2,262,841.9079665,558.2924803,283.6154862,1,1,0,0,0,0,1,0,3,2,1,40.7690013,-73.9518302
1-01487-7501,0239-R1,1420 YORK AVENUE,UPPER EAST SIDE (59-79),R4  -ELEVATOR,95,1956,"50,038","2,098,594",41.94,450.9677419,"497,378",9.94,"1,601,216","12,887,994",257.56,2018,3,262,841.9079665,558.2924803,283.6154862,1,1,0,0,0,0,0,1,3,2,1,40.7690013,-73.9518302
1-01376-7501,0244-R1,4 EAST 62 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,13,1910,"33,255","1,464,883",44.05,473.655914,"576,642",17.34,"888,241","7,108,002",213.74,2016,1,1016,136.5665912,136.5665912,0,1,1,0,0,0,1,0,0,4,0,0,40.7657091,-73.9711799
1-01376-7501,0244-R1,4 EAST 62 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,13,1910,"33,255","1,574,957",47.36,509.2473118,"617,878",18.58,"957,079","7,656,001",230.22,2017,2,1016,136.5665912,136.5665912,0,1,1,0,0,0,0,1,0,4,0,0,40.7657091,-73.9711799
1-01376-7501,0244-R1,4 EAST 62 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,13,1910,"33,255","1,502,461",45.18,485.8064516,"533,743",16.05,"968,718","7,797,000",234.46,2018,3,1016,136.5665912,136.5665912,0,1,1,0,0,0,0,0,1,4,0,0,40.7657091,-73.9711799
1-01473-7501,0246-R1,404 EAST 79 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,208,1986,"205,982","10,461,826",50.79,546.1290323,"3,670,599",17.82,"6,791,227","54,343,000",263.82,2016,1,1049,651.9377996,630.9254663,21.0123333,1,1,0,0,0,1,0,0,4,2,1,40.7719586,-73.952317
1-01473-7501,0246-R1,404 EAST 79 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,208,1986,"205,982","10,729,602",52.09,560.1075269,"3,829,205",18.59,"6,900,397","55,199,000",267.98,2017,2,1049,651.9377996,630.9254663,21.0123333,1,1,0,0,0,0,1,0,4,2,1,40.7719586,-73.952317
1-01473-7501,0246-R1,404 EAST 79 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,208,1986,"205,982","10,591,594",51.42,552.9032258,"3,258,635",15.82,"7,332,959","59,022,997",286.54,2018,3,1049,651.9377996,630.9254663,21.0123333,1,1,0,0,0,0,0,1,4,2,1,40.7719586,-73.952317
1-01413-7501,0257-R1,124 EAST 79 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,66,1985,"97,000","4,263,150",43.95,472.5806452,"1,090,280",11.24,"3,172,870","25,388,996",261.74,2016,1,186,156.2143446,156.2143446,0,1,1,0,0,0,1,0,0,5,2,1,40.7750417,-73.9597079
1-01413-7501,0257-R1,124 EAST 79 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,66,1985,"97,000","4,439,690",45.77,492.1505376,"1,163,030",11.99,"3,276,660","26,211,001",270.22,2017,2,186,156.2143446,156.2143446,0,1,1,0,0,0,0,1,0,5,2,1,40.7750417,-73.9597079
1-01413-7501,0257-R1,124 EAST 79 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,66,1985,"97,000","4,377,610",45.13,485.2688172,"1,176,610",12.13,"3,201,000","25,764,997",265.62,2018,3,186,156.2143446,156.2143446,0,1,1,0,0,0,0,0,1,5,2,1,40.7750417,-73.9597079
1-01515-7501,0264-R1,108 EAST 87 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,65,1939,"60,335","2,423,657",40.17,431.9354839,"773,495",12.82,"1,650,162","13,204,003",218.84,2016,1,70,116.8494128,116.8494128,0,1,1,0,0,0,1,0,0,5,2,1,40.780448,-73.9562602
1-01515-7501,0264-R1,108 EAST 87 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,65,1939,"60,335","2,563,031",42.48,456.7741935,"876,064",14.52,"1,686,967","13,495,005",223.67,2017,2,70,116.8494128,116.8494128,0,1,1,0,0,0,0,1,0,5,2,1,40.780448,-73.9562602
1-01515-7501,0264-R1,108 EAST 87 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,65,1939,"60,335","2,738,002",45.38,487.9569892,"789,785",13.09,"1,948,217","15,681,000",259.9,2018,3,70,116.8494128,116.8494128,0,1,1,0,0,0,0,0,1,5,2,1,40.780448,-73.9562602
1-01613-7501,0267-R1,1255 5 AVENUE,UPPER EAST SIDE (96-110),R4-ELEVATOR,59,1925,"63,284","1,387,818",21.93,235.8064516,"613,222",9.69,"774,596","6,046,000",95.54,2016,1,195,1017.545288,1017.545288,0,1,1,0,0,0,1,0,0,0,0,0,40.7950776,-73.9502988
1-01613-7501,0267-R1,1255 5 AVENUE,UPPER EAST SIDE (96-110),R4-ELEVATOR,59,1925,"63,284","1,750,435",27.66,297.4193548,"804,972",12.72,"945,463","7,562,995",119.51,2017,2,195,1017.545288,1017.545288,0,1,1,0,0,0,0,1,0,0,0,0,40.7950776,-73.9502988
1-01613-7501,0267-R1,1255 5 AVENUE,UPPER EAST SIDE (96-110),R4  -ELEVATOR,59,1925,"63,284","1,967,500",31.09,334.3010753,"823,325",13.01,"1,144,175","9,070,996",143.34,2018,3,195,1017.545288,1017.545288,0,1,1,0,0,0,0,0,1,0,0,0,40.7950776,-73.9502988
1-01457-7501,0269-R1,403 EAST 62 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,54,1985,"55,942","2,536,970",45.35,487.6344086,"975,628",17.44,"1,561,342","12,494,001",223.34,2016,1,1044,530.5779133,530.5779133,0,1,1,0,0,0,1,0,0,4,1,1,40.7614157,-73.9599761
1-01457-7501,0269-R1,403 EAST 62 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,54,1985,"55,942","2,488,860",44.49,478.3870968,"977,866",17.48,"1,510,994","12,087,002",216.06,2017,2,1044,530.5779133,530.5779133,0,1,1,0,0,0,0,1,0,4,1,1,40.7614157,-73.9599761
1-01457-7501,0269-R1,403 EAST 62 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,54,1985,"55,942","2,658,923",47.53,511.0752688,"980,663",17.53,"1,678,260","13,508,012",241.46,2018,3,1044,530.5779133,530.5779133,0,1,1,0,0,0,0,0,1,4,1,1,40.7614157,-73.9599761
1-01436-7501,0272-R1,1178 2 AVENUE,UPPER EAST SIDE (59-79),R4-ELEVATOR,110,1986,"112,573","5,455,288",48.46,521.0752688,"1,651,446",14.67,"3,803,842","30,437,983",270.38,2016,1,139,282.6829272,282.6829272,0,1,1,0,0,0,1,0,0,5,1,1,40.7623558,-73.9627597
1-01436-7501,0272-R1,1178 2 AVENUE,UPPER EAST SIDE (59-79),R4-ELEVATOR,110,1986,"112,573","5,465,419",48.55,522.0430108,"1,794,414",15.94,"3,671,005","29,365,986",260.86,2017,2,139,282.6829272,282.6829272,0,1,1,0,0,0,0,1,0,5,1,1,40.7623558,-73.9627597
1-01436-7501,0272-R1,1178 2 AVENUE,UPPER EAST SIDE (59-79),R4  -ELEVATOR,110,1986,"112,573","5,680,434",50.46,542.5806452,"1,936,256",17.2,"3,744,178","30,137,001",267.71,2018,3,139,282.6829272,282.6829272,0,1,1,0,0,0,0,0,1,5,1,1,40.7623558,-73.9627597
1-01576-7501,0277-R1,510 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,92,1986,"81,223","3,396,746",41.82,449.6774194,"1,059,960",13.05,"2,336,786","18,698,998",230.22,2016,1,1178,895.8707087,704.247965,191.6227437,1,1,0,0,0,1,0,0,3,2,1,40.7716811,-73.9494145
1-01576-7501,0277-R1,510 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,92,1986,"81,223","3,482,842",42.88,461.0752688,"1,180,170",14.53,"2,302,672","18,419,993",226.78,2017,2,1178,895.8707087,704.247965,191.6227437,1,1,0,0,0,0,1,0,3,2,1,40.7716811,-73.9494145
1-01576-7501,0277-R1,510 EAST 80 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,91,1986,"81,223","3,702,144",45.58,490.1075269,"938,938",11.56,"2,763,206","22,240,987",273.83,2018,3,1178,895.8707087,704.247965,191.6227437,1,1,0,0,0,0,0,1,3,2,1,40.7716811,-73.9494145
1-01409-7501,0299-R1,157 EAST 74 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,19,1986,"41,754","1,745,317",41.8,449.4623656,"449,691",10.77,"1,295,626","10,366,996",248.29,2016,1,311,222.54233,222.54233,0,1,1,0,0,0,1,0,0,5,1,1,40.7717444,-73.9605944
1-01409-7501,0299-R1,157 EAST 74 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,19,1986,"41,754","2,086,447",49.97,537.311828,"810,028",19.4,"1,276,419","10,211,001",244.55,2017,2,311,222.54233,222.54233,0,1,1,0,0,0,0,1,0,5,1,1,40.7717444,-73.9605944
1-01409-7501,0299-R1,157 EAST 74 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,19,1986,"41,754","1,690,202",40.48,435.2688172,"418,375",10.02,"1,271,827","10,236,999",245.17,2018,3,311,222.54233,222.54233,0,1,1,0,0,0,0,0,1,5,1,1,40.7717444,-73.9605944
1-01415-7501,0307-R1,200 EAST 61 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,219,1986,"254,167","12,596,517",49.56,532.9032258,"4,173,422",16.42,"8,423,095","67,400,994",265.18,2016,1,455,182.2135536,182.2135536,0,1,1,0,0,0,1,0,0,5,1,1,40.7625289,-73.9654889
1-01415-7501,0307-R1,200 EAST 61 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,219,1986,"254,167","12,932,017",50.88,547.0967742,"4,536,881",17.85,"8,395,136","67,156,002",264.22,2017,2,455,182.2135536,182.2135536,0,1,1,0,0,0,0,1,0,5,1,1,40.7625289,-73.9654889
1-01415-7501,0307-R1,200 EAST 61 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,219,1986,"254,167","13,397,143",52.71,566.7741935,"4,536,881",17.85,"8,860,262","71,316,001",280.59,2018,3,455,182.2135536,182.2135536,0,1,1,0,0,0,0,0,1,5,1,1,40.7625289,-73.9654889
1-01513-7501,0318-R1,171 EAST 84 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,219,1987,"285,668","14,940,436",52.3,562.3655914,"4,910,633",17.19,"10,029,803","80,258,013",280.95,2016,1,380,176.9686389,176.9686389,0,1,1,0,0,0,1,0,0,5,2,1,40.7779756,-73.9551546
1-01513-7501,0318-R1,171 EAST 84 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,219,1987,"285,668","15,254,671",53.4,574.1935484,"5,224,868",18.29,"10,029,803","80,232,016",280.86,2017,2,380,176.9686389,176.9686389,0,1,1,0,0,0,0,1,0,5,2,1,40.7779756,-73.9551546
1-01513-7501,0318-R1,171 EAST 84 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,219,1987,"285,668","15,366,082",53.79,578.3870968,"5,079,177",17.78,"10,286,905","82,799,015",289.84,2018,3,380,176.9686389,176.9686389,0,1,1,0,0,0,0,0,1,5,2,1,40.7779756,-73.9551546
1-01552-7501,0322-R1,1724 2 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,26,1910,"13,796","645,377",46.78,503.0107527,"257,295",18.65,"388,082","3,105,002",225.07,2016,1,384,486.8373899,294.5311034,192.3062865,1,1,0,0,0,1,0,0,4,2,1,40.7800337,-73.9498278
1-01552-7501,0322-R1,1724 2 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,26,1910,"13,796","655,448",47.51,510.8602151,"255,640",18.53,"399,808","3,198,000",231.81,2017,2,384,486.8373899,294.5311034,192.3062865,1,1,0,0,0,0,1,0,4,2,1,40.7800337,-73.9498278
1-01552-7501,0322-R1,1724 2 AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,26,1910,"13,796","681,384",49.39,531.0752688,"257,157",18.64,"424,227","3,415,002",247.54,2018,3,384,486.8373899,294.5311034,192.3062865,1,1,0,0,0,0,0,1,4,2,1,40.7800337,-73.9498278
1-01404-7503,0332-R1,188 EAST 70 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,97,1986,"165,624","9,592,942",57.92,622.7956989,"3,289,293",19.86,"6,303,649","50,440,993",304.55,2016,1,426,169.0748356,169.0748356,0,1,1,0,0,0,1,0,0,6,1,1,40.7684633,-73.9619468
1-01404-7503,0332-R1,188 EAST 70 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,97,1986,"165,624","9,881,128",59.66,641.5053763,"3,451,604",20.84,"6,429,524","51,431,999",310.53,2017,2,426,169.0748356,169.0748356,0,1,1,0,0,0,0,1,0,6,1,1,40.7684633,-73.9619468
1-01404-7503,0332-R1,188 EAST 70 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,97,1986,"165,624","9,215,319",55.64,598.2795699,"2,850,389",17.21,"6,364,930","51,230,993",309.32,2018,3,426,169.0748356,169.0748356,0,1,1,0,0,0,0,0,1,6,1,1,40.7684633,-73.9619468
1-01499-7501,0343-R1,60 EAST 88 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,18,1986,"60,288","2,978,227",49.4,531.1827957,"988,723",16.4,"1,989,504","15,919,999",264.07,2016,1,1269,276.8253345,276.8253345,0,1,1,0,0,0,1,0,0,5,2,1,40.7816895,-73.9572204
1-01499-7501,0343-R1,60 EAST 88 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,18,1986,"60,288","3,018,620",50.07,538.3870968,"964,005",15.99,"2,054,615","16,435,999",272.62,2017,2,1269,276.8253345,276.8253345,0,1,1,0,0,0,0,1,0,5,2,1,40.7816895,-73.9572204
1-01499-7501,0343-R1,60 EAST 88 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,18,1986,"60,288","2,886,589",47.88,514.8387097,"713,207",11.83,"2,173,382","17,492,999",290.16,2018,3,1269,276.8253345,276.8253345,0,1,1,0,0,0,0,0,1,5,2,1,40.7816895,-73.9572204
1-01398-7501,0345-R1,188 EAST 64 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,196,1987,"216,171","11,757,541",54.39,584.8387097,"3,311,740",15.32,"8,445,801","67,583,004",312.64,2016,1,425,56.55119732,56.55119732,0,1,1,0,0,0,1,0,0,5,1,1,40.764593,-73.964821
1-01398-7501,0345-R1,188 EAST 64 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,196,1987,"216,171","12,388,760",57.31,616.2365591,"3,703,009",17.13,"8,685,751","69,479,996",321.41,2017,2,425,56.55119732,56.55119732,0,1,1,0,0,0,0,1,0,5,1,1,40.764593,-73.964821
1-01398-7501,0345-R1,188 EAST 64 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,196,1987,"216,171","12,120,708",56.07,602.9032258,"3,806,771",17.61,"8,313,937","66,918,003",309.56,2018,3,425,56.55119732,56.55119732,0,1,1,0,0,0,0,0,1,5,1,1,40.764593,-73.964821
1-01460-7501,0352-R1,404 EAST 66 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,158,1959,"142,140","5,190,953",36.52,392.688172,"1,523,741",10.72,"3,667,212","29,345,013",206.45,2016,1,1047,575.0657023,566.7560831,8.3096192,1,1,0,0,0,1,0,0,4,1,1,40.7636004,-73.9583523
1-01460-7501,0352-R1,404 EAST 66 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,158,1959,"142,140","5,325,986",37.47,402.9032258,"1,545,062",10.87,"3,780,924","30,249,006",212.81,2017,2,1047,575.0657023,566.7560831,8.3096192,1,1,0,0,0,0,1,0,4,1,1,40.7636004,-73.9583523
1-01460-7501,0352-R1,404 EAST 66 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,158,1959,"142,140","5,627,323",39.59,425.6989247,"1,930,261",13.58,"3,697,062","29,757,012",209.35,2018,3,1047,575.0657023,566.7560831,8.3096192,1,1,0,0,0,0,0,1,4,1,1,40.7636004,-73.9583523
1-01432-7501,0356-R1,215 EAST 77 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,30,1930,"18,869","839,104",44.47,478.172043,"309,829",16.42,"529,275","4,234,999",224.44,2016,1,537,227.9062963,227.9062963,0,1,1,0,0,0,1,0,0,5,2,1,40.7727913,-73.9572696
1-01432-7501,0356-R1,215 EAST 77 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,30,1930,"18,869","894,202",47.39,509.5698925,"339,076",17.97,"555,126","4,440,996",235.36,2017,2,537,227.9062963,227.9062963,0,1,1,0,0,0,0,1,0,5,2,1,40.7727913,-73.9572696
1-01432-7501,0356-R1,215 EAST 77 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,30,1930,"18,869","889,673",47.15,506.9892473,"335,491",17.78,"554,182","4,460,994",236.42,2018,3,537,227.9062963,227.9062963,0,1,1,0,0,0,0,0,1,5,2,1,40.7727913,-73.9572696
1-01495-7501,0365-R1,1114 MADISON AVENUE,UPPER EAST SIDE (79-96),R9-CONDOPS,56,1938,"83,594","3,476,674",41.59,447.2043011,"1,213,785",14.52,"2,262,889","18,107,000",216.61,2016,1,101,406.813765,406.813765,0,1,1,0,0,0,1,0,0,3,1,1,40.779214,-73.960385
1-01495-7501,0365-R1,1114 MADISON AVENUE,UPPER EAST SIDE (79-96),R9-CONDOPS,56,1938,"83,594","3,712,410",44.41,477.5268817,"1,369,270",16.38,"2,343,140","18,744,000",224.23,2017,2,101,406.813765,406.813765,0,1,1,0,0,0,0,1,0,3,1,1,40.779214,-73.960385
1-01495-7501,0365-R1,1114 MADISON AVENUE,UPPER EAST SIDE (79-96),R9  -CONDOPS,56,1938,"83,594","3,867,058",46.26,497.4193548,"1,434,473",17.16,"2,432,585","19,580,000",234.23,2018,3,101,406.813765,406.813765,0,1,1,0,0,0,0,0,1,3,1,1,40.779214,-73.960385
1-01386-7502,0375-R1,52 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,16,1986,"42,830","2,166,341",50.58,543.8709677,"538,373",12.57,"1,627,968","13,026,999",304.16,2016,1,1195,356.5284908,356.5284908,0,1,1,0,0,0,1,0,0,6,1,1,40.7710833,-73.9643245
1-01386-7502,0375-R1,52 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,16,1986,"42,830","2,433,172",56.81,610.8602151,"698,986",16.32,"1,734,186","13,872,001",323.89,2017,2,1195,356.5284908,356.5284908,0,1,1,0,0,0,0,1,0,6,1,1,40.7710833,-73.9643245
1-01386-7502,0375-R1,52 EAST 72 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,16,1986,"42,830","2,125,225",49.62,533.5483871,"442,006",10.32,"1,683,219","13,547,999",316.32,2018,3,1195,356.5284908,356.5284908,0,1,1,0,0,0,0,0,1,6,1,1,40.7710833,-73.9643245
1-01444-7501,0377-R1,301 EAST 69 STREET,UPPER EAST SIDE (59-79),R9-CONDOPS,198,1963,"206,278","7,077,398",34.31,368.9247312,"2,520,717",12.22,"4,556,681","36,462,000",176.76,2016,1,773,400.1167821,219.5771799,180.5396022,1,1,0,0,0,1,0,0,5,1,1,40.766825,-73.959278
1-01444-7501,0377-R1,301 EAST 69 STREET,UPPER EAST SIDE (59-79),R9-CONDOPS,198,1963,"206,278","7,223,856",35.02,376.5591398,"2,720,807",13.19,"4,503,049","36,022,000",174.63,2017,2,773,400.1167821,219.5771799,180.5396022,1,1,0,0,0,0,1,0,5,1,1,40.766825,-73.959278
